상표명,세균제위험,곰팡이제위험,계열,일반명
삼공헥사코나졸,🟡,🔴,트리아졸·이미다졸(DMI),Hexaconazole
삼국통일,🟡,🔴,SDHI,Thifluzamide+Tiadinil+Dinotefuran
삼진왕,🟡,🔴,트리아졸·이미다졸(DMI),Difenoconazole+Iminoctadine triacetate
삼총사,🟡,🔴,트리아졸·이미다졸(DMI),Ferimzone+Prochloraz+Dinotefuran
상비군,🟢,🔴,벤지미다졸(MBC),Carbendazim
상자애,🟡,🔴,SDHI,Isotianil+Thifluzamide+Clothianidin
새나리,🟡,🔴,SDHI,Isopyrazam
새도우,🟢,🔴,스트로빌루린(QoI),Trifloxystrobin
새로탄,🟡,🔴,SDHI,Boscalid
새론,🟡,🔴,디티오카바메이트,Propineb
새빈나,🔴,🔴,동제(구리),Tribasic copper sulfate
새총,🟡,🔴,디티오카바메이트,Thiram
샤크,🟢,🔴,벤지미다졸(MBC),Carbendazim
샹그리라,🟢,🔴,벤지미다졸(MBC),Thiophanate-methyl
석회황,🟡,🔴,석회유황,Calcium polysulfide
선가드,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole
선두주자,🟢,🔴,스트로빌루린(QoI),Pyribencarb
선문농용신,🔴,🟡,항생제계(세균표적),Streptomycin
선문론케어,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole
선문만코지,🟡,🔴,디티오카바메이트,Mancozeb
선문베노밀,🟢,🔴,벤지미다졸(MBC),Benomyl
선문티디폰,🟡,🔴,트리아졸·이미다졸(DMI),Triadimefon
선문포리옥신,🟢,🔴,항진균항생제,Polyoxin B
선승,🟡,🔴,스트로빌루린(QoI),Ethaboxam+Pyraclostrobin
선지자,🔴,🟡,항생제계(세균표적),Oxolinic acid
성보굿모닝,🟡,🔴,SDHI,Etridiazole+Thifluzamide
성보싸이클린,🔴,🟡,항생제계(세균표적),Oxytetracycline calcium alkyltrimethylammonium
성보크린,🔴,🟡,항생제계(세균표적),Oxytetracycline calcium alkyltrimethylammonium+Validamycin A
성보탄저박사,🟡,🔴,트리아졸·이미다졸(DMI),Fluquinconazole+Prochloraz-manganese
세균엔진품,🔴,🟡,항생제계(세균표적),Oxolinic acid
세균탄,🔴,🟡,항생제계(세균표적),Oxolinic acid+Validamycin A
세레모니,🟡,🔴,SDHI,Fluindapyr.Flutriafol
센세이션,🟢,🔴,스트로빌루린(QoI),Azoxystrobin
센티넬,🟡,🔴,트리아졸·이미다졸(DMI),Cyproconazole
션샤인,🟢,🔴,스트로빌루린(QoI),Azoxystrobin+Fludioxonil
속시원,🟡,🔴,SDHI,Fluxapyroxad+Metalaxyl-M
수고탄,🟡,🔴,스트로빌루린(QoI),Dithianon+Kresoxim-methyl
수리온,🔴,🟡,항생제계(세균표적),Oxolinic acid
수비탄,🟢,🔴,스트로빌루린(QoI),Trifloxystrobin
수퍼킥,🟢,🔴,스트로빌루린(QoI),Picoxystrobin
수호자,🟢,🔴,스트로빌루린(QoI),Azoxystrobin+Fipronil
쉴드론,🟡,🔴,스트로빌루린(QoI),Azoxystrobin+Hexaconazole
슈퍼레전드,🟡,🔴,SDHI,Fluindapyr+Isotianil+Fipronil
슈퍼레전드-드문모,🟡,🔴,SDHI,Fluindapyr+Isotianil+Fipronil
슈퍼모드니,🟢,🔴,스트로빌루린(QoI),Orysastrobin+Fipronil
슈포란,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole
스위퍼 플러스,🟡,🔴,트리아졸·이미다졸(DMI),Fludioxonil+Prochloraz
스카웃,🟢,🔴,스트로빌루린(QoI),Dimethomorph+Pyraclostrobin
스코어,🟡,🔴,트리아졸·이미다졸(DMI),Pencycuron+Tebuconazole
스쿠퍼,🔴,🔴,동제(구리),Copper oxychloride+Prochloraz-manganese
스타게이트,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole
스타나마이신,🔴,🟡,항생제계(세균표적),Oxolinic acid+Streptomycin
스타마이신,🔴,🟡,항생제계(세균표적),Streptomycin
스타카토,🟡,🔴,트리아졸·이미다졸(DMI),Propiconazole
스타폴,🟢,🔴,스트로빌루린(QoI),Pyraclostrobin
스탠바이,🟢,🔴,스트로빌루린(QoI),Pyraclostrobin
스텔라,🟢,🔴,스트로빌루린(QoI),Azoxystrobin+Dimethomorph
스트로비,🟢,🔴,스트로빌루린(QoI),Kresoxim-methyl
스팅,🟢,🔴,스트로빌루린(QoI),Trifloxystrobin
스페이드,🟡,🔴,트리아졸·이미다졸(DMI),Difenoconazole
스포르곤,🟡,🔴,트리아졸·이미다졸(DMI),Prochloraz-manganese
스포탁,🟡,🔴,트리아졸·이미다졸(DMI),Prochloraz
스포탁골드,🔴,🔴,동제(구리),Prochloraz-copper chloride
승부처,🔴,🔴,동제(구리),Copper oxychloride+Iprovalicarb
시드큐어,🟡,🔴,스트로빌루린(QoI),Azoxystrobin+Pydiflumetofen
시드크린,🟡,🔴,트리아졸·이미다졸(DMI),Prochloraz+Triflumizole
시스텐,🟡,🔴,트리아졸·이미다졸(DMI),Myclobutanil
시스텐엠,🟡,🔴,트리아졸·이미다졸(DMI),Mancozeb+Myclobutanil
신궁,🔴,🔴,동제(구리),Benthiavalicarb-isopropyl+Copper oxychloride
신농팜균박사,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole
신농팜블루칸,🟡,🔴,벤지미다졸(MBC),Carbendazim+Difenoconazole
신비탄,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole
신호탄,🔴,🔴,항생제계(세균표적),Kasugamycin+Orysastrobin
실바코,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole
실바코플러스,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole
실버스타,🟡,🔴,트리아졸·이미다졸(DMI),Cyflufenamid+Triflumizole
실속파,🔴,🟡,항생제계(세균표적),Oxolinic acid
심볼,🟢,🔴,스트로빌루린(QoI),Azoxystrobin+Fipronil
쌀박사,🟡,🔴,트리아졸·이미다졸(DMI),Hexaconazole
썬더킥,🟢,🔴,스트로빌루린(QoI),Pyraclostrobin
썬업,🟡,🔴,디티오카바메이트,Metiram
썬제트플로라,🟡,🔴,스트로빌루린(QoI),Azoxystrobin+Isopyrazam
쎈크롭,🟢,🔴,스트로빌루린(QoI),Pyraclostrobin
쎈탄,🟢,🔴,스트로빌루린(QoI),Pyraclostrobin
쏘일킹,🔴,🔴,토양훈증(메탐),Metam-sodium
쏠렉신,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole
쓰리뷰,🟡,🔴,트리아졸·이미다졸(DMI),Hexaconazole
씨드캅,🟢,🔴,스트로빌루린(QoI),Pyribencarb
씨엔조아,🟡,🔴,스트로빌루린(QoI),Pyribencarb+Triflumizole
씰빠꼬뿔,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole
아그렙토,🔴,🟡,항생제계(세균표적),Streptomycin
아그리마이신,🔴,🟡,항생제계(세균표적),Oxytetracycline calcium alkyltrimethylammonium+Streptomycin(sulfate salt)
아너스,🟢,🔴,스트로빌루린(QoI),Azoxystrobin
아리농용신,🔴,🟡,항생제계(세균표적),Streptomycin
아리만코지,🟡,🔴,디티오카바메이트,Mancozeb
아리메타실엠지,🟡,🔴,디티오카바메이트,Mancozeb+Metalaxyl
아리베노밀,🟢,🔴,벤지미다졸(MBC),Benomyl
아리볍씨왕,🟡,🔴,트리아졸·이미다졸(DMI),Prochloraz
아리비타놀,🟡,🔴,트리아졸·이미다졸(DMI),Bitertanol
아리스타퍼펙트,🟡,🔴,트리아졸·이미다졸(DMI),Hexaconazole+Tebuconazole
아리지오판,🟢,🔴,벤지미다졸(MBC),Thiophanate-methyl
아리킬트,🟡,🔴,스트로빌루린(QoI),Azoxystrobin+Propiconazole
아리헥사,🟡,🔴,트리아졸·이미다졸(DMI),Hexaconazole
아무러,🔴,🟡,항생제계(세균표적),Oxolinic acid+Streptomycin
아미스타,🟢,🔴,스트로빌루린(QoI),Azoxystrobin
아미스타탑,🟡,🔴,스트로빌루린(QoI),Azoxystrobin+Difenoconazole
아수라,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole+Thifluzamide
아이템,🟡,🔴,트리아졸·이미다졸(DMI),Difenoconazole
아젠포스,🟢,🔴,스트로빌루린(QoI),Azoxystrobin
아조로빈,🟢,🔴,스트로빌루린(QoI),Azoxystrobin
아족시졸,🟡,🔴,스트로빌루린(QoI),Azoxystrobin+Difenoconazole
아진밭사미,🔴,🔴,토양훈증,Dazomet
아칸토,🟢,🔴,스트로빌루린(QoI),Picoxystrobin
아테미,🟡,🔴,트리아졸·이미다졸(DMI),Cyproconazole
아트라텍 엠비,🔴,🔴,토양훈증,Methyl bromide
아티스트,🟢,🔴,스트로빌루린(QoI),Azoxystrobin
아티클,🟡,🔴,트리아졸·이미다졸(DMI),Difenoconazole+Fluxapyroxad
아프로포,🟡,🔴,스트로빌루린(QoI),Azoxystrobin+Propiconazole
안빌,🟡,🔴,트리아졸·이미다졸(DMI),Hexaconazole
안심카드,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole
안심탄,🟡,🔴,트리아졸·이미다졸(DMI),Metalaxyl+Tebuconazole
안트라콜,🟡,🔴,디티오카바메이트,Propineb
안티탄,🟢,🔴,스트로빌루린(QoI),Pyraclostrobin
알마니,🟡,🔴,트리아졸·이미다졸(DMI),Propiconazole
앗사미,🔴,🔴,토양훈증,Dazomet
앙상블,🟡,🔴,트리아졸·이미다졸(DMI),Hexaconazole+Metalaxyl
애니탄,🟡,🔴,트리아졸·이미다졸(DMI),Flutriafol
애니파워,🟢,🔴,스트로빌루린(QoI),Azoxystrobin
야심찬,🟡,🔴,트리아졸·이미다졸(DMI),Fluazinam+Mefentrifluconazole
양수겸장,🟢,🔴,스트로빌루린(QoI),Orysastrobin+Benfuracarb
어바우트,🟡,🔴,디티오카바메이트,Propineb
어화둥둥,🟡,🔴,스트로빌루린(QoI),Ethaboxam+Famoxadone
업스톱,🟡,🔴,트리아졸·이미다졸(DMI),Propiconazole
에네르기,🟡,🔴,벤지미다졸(MBC),Carbendazim
에머넌트,🟡,🔴,트리아졸·이미다졸(DMI),Tetraconazole
에버골,🟡,🔴,SDHI,Penflufen
에스알티,🟢,🔴,스트로빌루린(QoI),Azoxystrobin
에스원,🟡,🔴,SDHI,Boscalid+Fludioxonil
에스지세균박사,🔴,🔴,동제(구리),Copper oxychloride+Copper hydroxide
에어샷,🟡,🔴,트리아졸·이미다졸(DMI),Propiconazole+Thiophanate-methyl
에이플,🟢,🔴,스트로빌루린(QoI),Trifloxystrobin
에코랑,🟢,🔴,스트로빌루린(QoI),Azoxystrobin
에코베이포,🔴,🔴,토양훈증,Aluminium phosphide
에코탑,🔴,🟡,항생제계(세균표적),Oxolinic acid
에코포스,🟢,🔴,스트로빌루린(QoI),Pyraclostrobin
에프원,🟡,🔴,SDHI,Fludioxonil+Isofetamid
에피흄,🔴,🔴,토양훈증,Aluminium phosphide
엑스칼리아,🟡,🔴,SDHI,Inpyrfluxam
엑스타,🟡,🔴,트리아졸·이미다졸(DMI),Prochloraz
엑티베이터,🟡,🔴,트리아졸·이미다졸(DMI),Hexaconazole
엘리고,🟡,🔴,SDHI,Inpyrfluxam+Mandestrobin
엘크루,🟢,🔴,벤지미다졸(MBC),Thiophanate-methyl
엠불런스,🟡,🔴,SDHI,Penthiopyrad+Tebuconazole
엠브이피,🟡,🔴,트리아졸·이미다졸(DMI),Hexaconazole
엠블런,🔴,🟡,항생제계(세균표적),Oxytetracycline hydrochloride+Streptomycin(sulfate salt)
엠스트렙토,🔴,🟡,항생제계(세균표적),Streptomycin
여의봉,🟡,🔴,SDHI,Thifluzamide+Tiadinil
연개소문,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole+Thiophanate-methyl
영그네,🟡,🔴,SDHI,Pencycuron+Thifluzamide
영순위,🟡,🔴,SDHI,Dichlobentiazox+Fluxapyroxad+Clothianidin
영일바이오,🟢,🔴,항진균항생제,Polyoxin D
영일베스트,🟡,🔴,트리아졸·이미다졸(DMI),Propiconazole+Tebuconazole
영일엠비,🔴,🔴,토양훈증,Methyl bromide
영일옥시동,🔴,🔴,동제(구리),Oxine-copper
영일원터치,🟢,🔴,스트로빌루린(QoI),Orysastrobin+Chlorantraniliprole
예스탄,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole
예작,🟢,🔴,스트로빌루린(QoI),Azoxystrobin+Dimethomorph
예치졸,🟡,🔴,트리아졸·이미다졸(DMI),Difenoconazole
오론디스,🟢,🔴,스트로빌루린(QoI),Azoxystrobin+Oxathiapiprolin
오리우스,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole
오제미,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole
오티머스,🟡,🔴,스트로빌루린(QoI),Azoxystrobin+Chlorothalonil
오티바,🟢,🔴,스트로빌루린(QoI),Azoxystrobin
오티바옵티,🟡,🔴,스트로빌루린(QoI),Azoxystrobin+Chlorothalonil
오프너,🟢,🔴,스트로빌루린(QoI),Azoxystrobin
오호라,🟡,🔴,SDHI,Ferimzone+Thifluzamide
옥시로,🔴,🟡,항생제계(세균표적),Oxolinic acid
옥싸백신,🔴,🟡,항생제계(세균표적),Oxytetracycline hydrochloride
옥싸이클린,🔴,🟡,항생제계(세균표적),Oxytetracycline dihydrate
옥토퍼스,🔴,🟡,항생제계(세균표적),Oxolinic acid+Streptomycin
온퀵,🟡,🔴,SDHI,Thifluzamide
온타임,🟡,🔴,SDHI,Fluxapyroxad+Kresoxim-methyl
올래들,🔴,🟡,항생제계(세균표적),Oxolinic acid
올레디,🟡,🔴,트리아졸·이미다졸(DMI),Difenoconazole+Kresoxim-methyl
올센스,🟢,🔴,스트로빌루린(QoI),Azoxystrobin
올크린,🟢,🔴,스트로빌루린(QoI),Orysastrobin
올타골드,🔴,🟡,항생제계(세균표적),Kasugamycin+Tricyclazole
올타쿠나,🟡,🔴,SDHI,Isopyrazam
올타플러스,🔴,🟡,항생제계(세균표적),Ferimzone+Kasugamycin
올포원,🟡,🔴,SDHI,Thifluzamide+Tricyclazole+Benfuracarb
옵션,🟡,🔴,트리아졸·이미다졸(DMI),Difenoconazole+Pyriofenone
와이카두,🟡,🔴,스트로빌루린(QoI),Azoxystrobin+Tebuconazole
요네폰,🔴,🔴,동제(구리),Nonyl phenol sulfonic acid copper
우대포,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole
우선주,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole+Thifluzamide
우승탄,🔴,🟡,항생제계(세균표적),Oxolinic acid
울타리,🟡,🔴,트리아졸·이미다졸(DMI),Pencycuron+Tebuconazole
울트라팡,🟡,🔴,트리아졸·이미다졸(DMI),Prochloraz-manganese
원아웃,🟡,🔴,트리아졸·이미다졸(DMI),Difenoconazole+Tebuconazole
원츄,🟢,🔴,스트로빌루린(QoI),Pyraclostrobin
원킥,🟢,🔴,스트로빌루린(QoI),Azoxystrobin
원투펀치,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole+Thifluzamide
월드천,🟢,🔴,벤지미다졸(MBC),Carbendazim
위드왕,🟡,🔴,스트로빌루린(QoI),Azoxystrobin+Propiconazole
위트니스,🟡,🔴,SDHI,Boscalid+Metrafenone
위풍당당,🔴,🟡,항생제계(세균표적),Oxolinic acid+Validamycin A
윙스팬,🟢,🔴,스트로빌루린(QoI),Azoxystrobin
유니탄,🔴,🟡,항생제계(세균표적),Oxolinic acid
유니폼,🟢,🔴,스트로빌루린(QoI),Azoxystrobin+Metalaxyl-M
유원베노밀,🟢,🔴,벤지미다졸(MBC),Benomyl
유일아족티바,🟡,🔴,스트로빌루린(QoI),Azoxystrobin+Tebuconazole
유일코나졸,🟡,🔴,트리아졸·이미다졸(DMI),Hexaconazole
유틸리티,🟡,🔴,트리아졸·이미다졸(DMI),Difenoconazole
이비엠볼트,🟡,🔴,트리아졸·이미다졸(DMI),Fenbuconazole+Kresoxim-methyl
이지팜,🟡,🔴,트리아졸·이미다졸(DMI),Chlorothalonil+Difenoconazole
이카쵸,🟡,🔴,스트로빌루린(QoI),Cymoxanil+Famoxadone
이코션,🟡,🔴,스트로빌루린(QoI),Cymoxanil+Famoxadone
인바이오농용신,🔴,🟡,항생제계(세균표적),Streptomycin
인바이오석회황,🟡,🔴,석회유황,Calcium polysulfide
인터페이스,🟢,🔴,스트로빌루린(QoI),Iprodione+Trifloxystrobin
일급탄,🟢,🔴,벤지미다졸(MBC),Carbendazim+Trifloxystrobin
일등탄,🟡,🔴,트리아졸·이미다졸(DMI),Metconazole+Pyraclostrobin
일석이조,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole+Lambda-cyhalothrin
일취월장,🔴,🟡,항생제계(세균표적),Oxolinic acid
일품,🔴,🟡,항생제계(세균표적),Oxolinic acid
임팩트,🟢,🔴,벤지미다졸(MBC),Benomyl
자바라플러스,🟡,🔴,스트로빌루린(QoI),Orysastrobin+Triticonazole+Clothianidin
자벨린,🟢,🔴,스트로빌루린(QoI),Azoxystrobin
작살탄,🟡,🔴,트리아졸·이미다졸(DMI),Difenoconazole+Tebuconazole
잘록엔,🟡,🔴,SDHI,Hymexazol+Penthiopyrad
잘류프리,🟢,🔴,항진균항생제,Polyoxin D
장타,🟡,🔴,SDHI,Thifluzamide
적토마,🟡,🔴,항진균항생제,Iminoctadine tris(albesilate)+Polyoxin B
전국구,🔴,🟡,항생제계(세균표적),Oxolinic acid
전담마크,🟡,🔴,항진균항생제,Polyoxin D+Pyriofenone
정복자,🟢,🔴,스트로빌루린(QoI),Orysastrobin+Chlorantraniliprole
젠토가스신,🔴,🟡,항생제계(세균표적),Kasugamycin
젠토마이신,🔴,🟡,항생제계(세균표적),Oxytetracycline hydrochloride+Streptomycin(sulfate salt)
젠토만코지,🟡,🔴,디티오카바메이트,Mancozeb
젠토스타일,🟡,🔴,트리아졸·이미다졸(DMI),Metconazole
젠토시크릿,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole
젠토실크로드,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole
젠토아미트라,🟢,🔴,스트로빌루린(QoI),Azoxystrobin
젠토왕,🟡,🔴,트리아졸·이미다졸(DMI),Difenoconazole
젠토헥사코,🟡,🔴,트리아졸·이미다졸(DMI),Hexaconazole
젬머,🟡,🔴,SDHI,Fluxapyroxad
조르벡바운티,🟢,🔴,스트로빌루린(QoI),Famoxadone+Oxathiapiprolin
조반니,🟢,🔴,스트로빌루린(QoI),Pyraclostrobin
주춧돌,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole
지오쉴드,🟡,🔴,트리아졸·이미다졸(DMI),Propiconazole.Bifenthrin
지오판,🟢,🔴,벤지미다졸(MBC),Thiophanate-methyl
지오판엠,🟢,🔴,벤지미다졸(MBC),Thiophanate-methyl
질주,🟡,🔴,트리아졸·이미다졸(DMI),Fluquinconazole+Tetraconazole
차단,🟡,🔴,트리아졸·이미다졸(DMI),Difenoconazole+Pyribencarb
차세대,🟢,🔴,항진균항생제,Carbendazim+Polyoxin D
차트라,🔴,🔴,항생제계(세균표적),Kasugamycin+Polyoxin D
찬찬,🟢,🔴,스트로빌루린(QoI),Iprodione+Trifloxystrobin
참누리,🟢,🔴,스트로빌루린(QoI),Azoxystrobin+Fludioxonil
참조네,🟡,🔴,디티오카바메이트,Iminoctadine tris(albesilate)+Thiram
처방사,🟡,🔴,트리아졸·이미다졸(DMI),Difenoconazole+Thiophanate-methyl
총명탄,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole+Buprofezin
치프너,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole+Thiophanate-methyl
치호톱,🟢,🔴,벤지미다졸(MBC),Thiophanate-methyl
침투왕,🟡,🔴,트리아졸·이미다졸(DMI),Hexaconazole
카네기,🟢,🔴,스트로빌루린(QoI),Pyraclostrobin
카디스,🟡,🔴,SDHI,Fluxapyroxad
카벤디온,🟢,🔴,벤지미다졸(MBC),Carbendazim
카브골드,🟢,🔴,스트로빌루린(QoI),Pyraclostrobin
카브로빈,🟢,🔴,스트로빌루린(QoI),Pyraclostrobin
카브리오,🟢,🔴,스트로빌루린(QoI),Pyraclostrobin
카브리오에이,🟢,🔴,스트로빌루린(QoI),Pyraclostrobin
카브리오톱,🟡,🔴,스트로빌루린(QoI),Metiram+Pyraclostrobin
카브리오팀,🟢,🔴,스트로빌루린(QoI),Dimethomorph+Pyraclostrobin
카브밸런스,🟢,🔴,스트로빌루린(QoI),Pyraclostrobin
카브프로,🟢,🔴,스트로빌루린(QoI),Pyraclostrobin
카스텔란,🟡,🔴,트리아졸·이미다졸(DMI),Fluquinconazole
카스티요,🟡,🔴,트리아졸·이미다졸(DMI),Fluquinconazole+Fluxapyroxad
칸타타,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole
칸투리오,🟡,🔴,SDHI,Boscalid+Pyraclostrobin
칸투스,🟡,🔴,SDHI,Boscalid
칼리다,🟡,🔴,SDHI,Fluindapyr+Flutriafol
캐스팅,🟢,🔴,스트로빌루린(QoI),Dimethomorph+Pyraclostrobin
캐취존,🟡,🔴,트리아졸·이미다졸(DMI),Difenoconazole
캐피즈,🟡,🔴,트리아졸·이미다졸(DMI),Captan.Tebuconazole
캡틴에이,🟡,🔴,스트로빌루린(QoI),Captan+Trifloxystrobin
캪션,🟡,🔴,스트로빌루린(QoI),Iminoctadine tris(albesilate)+Pyribencarb
커스토디아,🟡,🔴,스트로빌루린(QoI),Azoxystrobin+Tebuconazole
커지엠,🟡,🔴,디티오카바메이트,Cymoxanil+Mancozeb
컨텐츠,🟡,🔴,스트로빌루린(QoI),Chlorothalonil.Pyraclostrobin
케블라,🟡,🔴,스트로빌루린(QoI),Azoxystrobin+Propiconazole
케어업,🟢,🔴,스트로빌루린(QoI),Pyraclostrobin
케이농용신,🔴,🟡,항생제계(세균표적),Streptomycin
케이원,🟡,🔴,트리아졸·이미다졸(DMI),Difenoconazole+Thiophanate-methyl
코다이,🟡,🔴,디티오카바메이트,Chlorothalonil+Mancozeb
코드블루,🟡,🔴,SDHI,Thifluzamide
코리스,🟡,🔴,SDHI,Boscalid+Kresoxim-methyl
코사이드,🔴,🔴,동제(구리),Copper hydroxide
코어업,🟡,🔴,트리아졸·이미다졸(DMI),Hexaconazole
코어탄,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole
콤비네,🟢,🔴,스트로빌루린(QoI),Orysastrobin+Thiamethoxam
콤비네플러스,🟢,🔴,스트로빌루린(QoI),Orysastrobin+Tricyclazole+Fipronil
콤파스,🟡,🔴,트리아졸·이미다졸(DMI),Dimethomorph+Metconazole
쾌지나,🟡,🔴,SDHI,Isofetamid+Tebuconazole
쾌청탄,🟢,🔴,스트로빌루린(QoI),Pyraclostrobin
큐어균,🔴,🟡,항생제계(세균표적),Oxolinic acid
큐프로픽스,🔴,🔴,동제(구리),Tribasic copper sulfate
크러쉬,🔴,🔴,동제(구리),Copper oxychloride+Oxytetracycline dihydrate
크리올,🟡,🔴,SDHI,Isofetamid
크리티컬,🟡,🔴,트리아졸·이미다졸(DMI),Tebuconazole+Trifloxystrobin
크린쏘일,🔴,🔴,토양훈증,Dazomet
크린캡,🟡,🔴,SDHI,Penthiopyrad
크린킹,🔴,🟡,항생제계(세균표적),Oxolinic acid
큰  댁,🟡,🔴,트리아졸·이미다졸(DMI),Triflumizole
큰나락,🟡,🔴,벤지미다졸(MBC),Benomyl+Thiram
클라웃,🟡,🔴,트리아졸·이미다졸(DMI),Flutriafol
